doi,classification,relation_or_failure_subtype,confidence,requested_title,identity_status,identity_basis,document_doi,document_title,title_similarity_header,title_coverage_front,target_title_score_full_artifact,target_title_exact_in_artifact,target_doi_literal_in_artifact,best_backend,fulltext_source,artifact_path,artifact_pdf_path,artifact_pdf_exists,current_candidate_pdf_path,current_candidate_pdf_exists,manual_import_reports,local_correct_text_status,exact_doi_pmcid,direct_xml_availability,openalex_is_oa,openalex_pdf_url,openalex_landing_url,remote_correct_text_status,current_kg_finding_count,repair_method,availability_caveat
10.31234/osf.io/5x2bu,unresolved_non_pmc_artifact,insufficient_identifier_or_title_evidence,high,Psilocybin for Depression: The ACE Model Manual,identity_unverified,insufficient document-level identifier or title evidence,,,,1.0,1.0,False,False,grobid,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_31234_osf_io_5x2bu.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.31234_osf.io_5x2bu__697a84f360.pdf,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.31234_osf.io_5x2bu__697a84f360.pdf,True,,uncertain_quarantine,,,False,,,no_open_fulltext_signal_found,0,Quarantine pending manual identity resolution. Confirm explicit version/alias relation and first-page title/DOI; otherwise reacquire exact article or use abstract.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.31234/osf.io/63su5,benign_conflict,preprint_repository_version,high,"Ketamine in severe, highly treatment-resistant depression—a retrospective case study and a perspective",target_text_with_conflicting_doi,requested title is present but the document identifier differs; version or container must be resolved,10.13140/rg.2.2.18172.35207,"Ketamine in severe, highly treatment-resistant depressiona retrospective case study and a perspective",0.9951,1.0,1.0,False,False,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_31234_osf_io_63su5.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.31234_osf.io_63su5__9533e24179.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.31234_osf.io_63su5__9533e24179.pdf,True,,correct_content_available_locally,,,True,https://osf.io/63su5/download,https://doi.org/10.31234/osf.io/63su5,oa_pdf_signal_requires_identity_validation,0,Keep local text; register explicit preprint/repository-to-published relation and choose canonical display DOI; no reacquisition.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.31234/osf.io/64kyg,unresolved_non_pmc_artifact,insufficient_identifier_or_title_evidence,high,Psychedelic resting-state neuroimaging: a review and perspective on balancing replication and novel analyses,identity_unverified,insufficient document-level identifier or title evidence,,A Review and Perspective on Balancing Replication and Novel Analyses,0.7727,1.0,1.0,False,False,grobid,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_31234_osf_io_64kyg.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.31234_osf.io_64kyg__2d25bbf0e9.pdf,True,/Users/frank/Library/CloudStorage/Dropbox/Agentic science/prototype/data/raw/papers/pdfs/10.31234_osf.io_64kyg__2d25bbf0e9.pdf,False,,uncertain_quarantine,,,False,,,no_open_fulltext_signal_found,0,Quarantine pending manual identity resolution. Confirm explicit version/alias relation and first-page title/DOI; otherwise reacquire exact article or use abstract.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.31234/osf.io/65se9,unresolved_non_pmc_artifact,insufficient_identifier_or_title_evidence,high,Ayahuasca in the treatment of bipolar disorder with psychotic features–A retrospective case study,identity_unverified,insufficient document-level identifier or title evidence,,Ayahuasca in the treatment of bipolar disorder with psychotic features,0.8383,1.0,1.0,False,True,grobid,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_31234_osf_io_65se9.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.31234_osf.io_65se9__d56445f88b.pdf,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.31234_osf.io_65se9__d56445f88b.pdf,True,,uncertain_quarantine,,,False,,,no_open_fulltext_signal_found,0,Quarantine pending manual identity resolution. Confirm explicit version/alias relation and first-page title/DOI; otherwise reacquire exact article or use abstract.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.31234/osf.io/7x8q4_v3,unresolved_non_pmc_artifact,insufficient_identifier_or_title_evidence,high,Visual Hallucinations in Serotonergic Psychedelics and Lewy Body Diseases,identity_unverified,insufficient document-level identifier or title evidence,,Visual Hallucinations in SPs and LBDs,0.6727,1.0,1.0,False,False,grobid,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_31234_osf_io_7x8q4_v3.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.31234_osf.io_7x8q4_v3__8d00717e63.pdf,True,,False,,uncertain_quarantine,,,False,,,no_open_fulltext_signal_found,0,Quarantine pending manual identity resolution. Confirm explicit version/alias relation and first-page title/DOI; otherwise reacquire exact article or use abstract.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.31234/osf.io/7xyfq_v1,benign_conflict,preprint_repository_version,high,MDMA-assisted Acceptance and Commitment Therapy for Posttraumatic Stress Disorder: Rationale for a New Approach,target_text_with_conflicting_doi,requested title is present but the document identifier differs; version or container must be resolved,10.1016/j.cbpra.2025.01.001,MDMA-ASSISTED ACT MDMA-assisted Acceptance and Commitment Therapy for Posttraumatic Stress Disorder: Rationale for a New Approach,0.925,1.0,1.0,True,False,grobid,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_31234_osf_io_7xyfq_v1.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.31234_osf.io_7xyfq_v1__b024f3f8c1.pdf,True,,False,,correct_content_available_locally,,,True,https://osf.io/7xyfq_v1/download,https://doi.org/10.31234/osf.io/7xyfq_v1,oa_pdf_signal_requires_identity_validation,0,Keep local text; register explicit preprint/repository-to-published relation and choose canonical display DOI; no reacquisition.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.31234/osf.io/97gjw,benign_conflict,preprint_repository_version,high,An Integrated theory of false insights and beliefs under psychedelics,target_text_with_conflicting_doi,requested title is present but the document identifier differs; version or container must be resolved,10.1038/s44271-024-00120-6,An Integrated theory of false insights and beliefs under psychedelics Check for updates,0.8846,1.0,1.0,True,False,grobid,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_31234_osf_io_97gjw.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.31234_osf.io_97gjw__3cec4d6337.pdf,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.31234_osf.io_97gjw__3cec4d6337.pdf,True,,correct_content_available_locally,,,True,https://psyarxiv.com/97gjw/download,https://doi.org/10.31234/osf.io/97gjw,oa_pdf_signal_requires_identity_validation,0,Keep local text; register explicit preprint/repository-to-published relation and choose canonical display DOI; no reacquisition.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.31234/osf.io/9yxwp,ambiguous_non_pmc_conflict,unresolved_version_or_nested_document,needs_manual_review,"Psychedelic therapy in practice. Case studies of self-treatment, individual therapy, and group therapy",identity_mismatch,document DOI differs and title evidence does not support the requested paper,10.13140/rg.2.2.24250.06089,Underground small-group therapy of treatment-resistant depression and complex post-traumatic stress disorder (C-PTSD) with psilocybin,0.1787,0.875,1.0,False,False,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_31234_osf_io_9yxwp.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.31234_osf.io_9yxwp__73d49beb3a.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.31234_osf.io_9yxwp__73d49beb3a.pdf,True,,uncertain_quarantine,,,True,https://osf.io/9yxwp/download,https://doi.org/10.31234/osf.io/9yxwp,oa_pdf_signal_requires_identity_validation,0,Quarantine pending manual identity resolution. Confirm explicit version/alias relation and first-page title/DOI; otherwise reacquire exact article or use abstract.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.31234/osf.io/9yxwp_v2,ambiguous_non_pmc_conflict,unresolved_version_or_nested_document,needs_manual_review,"Psychedelic therapy in practice. Case studies of self-treatment, individual therapy, and group therapy",identity_mismatch,document DOI differs and title evidence does not support the requested paper,10.13140/rg.2.2.24250.06089,Underground small-group therapy of treatment-resistant depression and complex post-traumatic stress disorder (C-PTSD) with psilocybin,0.1787,0.875,1.0,False,False,grobid,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_31234_osf_io_9yxwp_v2.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.31234_osf.io_9yxwp_v2__7e535507a1.pdf,True,,False,,uncertain_quarantine,,,True,https://osf.io/9yxwp_v2/download,https://doi.org/10.31234/osf.io/9yxwp_v2,oa_pdf_signal_requires_identity_validation,0,Quarantine pending manual identity resolution. Confirm explicit version/alias relation and first-page title/DOI; otherwise reacquire exact article or use abstract.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.31234/osf.io/aewtm,benign_conflict,preprint_repository_version,high,Neural Mechanisms and Psychology of Psychedelic Ego Dissolution,target_text_with_conflicting_doi,requested title is present but the document identifier differs; version or container must be resolved,10.1124/pharmrev.121.000508,Neural Mechanisms and Psychology of Psychedelic Ego Dissolution,1.0,1.0,1.0,True,False,grobid,mechanistic,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_31234_osf_io_aewtm.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.31234_osf.io_aewtm__847c40d3a6.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.31234_osf.io_aewtm__847c40d3a6.pdf,True,,correct_content_available_locally,,,True,https://psyarxiv.com/aewtm/download,https://doi.org/10.31234/osf.io/aewtm,oa_pdf_signal_requires_identity_validation,0,Keep local text; register explicit preprint/repository-to-published relation and choose canonical display DOI; no reacquisition.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.31234/osf.io/ak6gx,unresolved_non_pmc_artifact,insufficient_identifier_or_title_evidence,high,History repeating: A roadmap to address common problems in psychedelic science,identity_unverified,insufficient document-level identifier or title evidence,,A roadmap to address common problems in psychedelic science,0.8613,1.0,1.0,False,False,grobid,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_31234_osf_io_ak6gx.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.31234_osf.io_ak6gx__a82c8b41e7.pdf,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.31234_osf.io_ak6gx__a82c8b41e7.pdf,True,,uncertain_quarantine,,,False,,,no_open_fulltext_signal_found,0,Quarantine pending manual identity resolution. Confirm explicit version/alias relation and first-page title/DOI; otherwise reacquire exact article or use abstract.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.31234/osf.io/aps5g_v3,ambiguous_non_pmc_conflict,unresolved_version_or_nested_document,needs_manual_review,"Open MDMA: An Evidence-Based Mixed-Methods Review, Theoretical Framework, and Manual for MDMA Therapy",identity_mismatch,document DOI differs and title evidence does not support the requested paper,10.31234/osf.io/aps5g,,,0.8889,1.0,False,False,grobid,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_31234_osf_io_aps5g_v3.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.31234_osf.io_aps5g_v3__fedcedfa32.pdf,True,,False,,uncertain_quarantine,,,True,https://osf.io/aps5g_v3/download,https://doi.org/10.31234/osf.io/aps5g_v3,oa_pdf_signal_requires_identity_validation,0,Quarantine pending manual identity resolution. Confirm explicit version/alias relation and first-page title/DOI; otherwise reacquire exact article or use abstract.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.31234/osf.io/aps5g_v4,ambiguous_non_pmc_conflict,unresolved_version_or_nested_document,needs_manual_review,"Open MDMA: An Evidence-Based Synthesis, Theory, and Manual for MDMA Therapy Based on Predictive Processing, Complex Systems, and the Defense Cascade",identity_mismatch,document DOI differs and title evidence does not support the requested paper,10.31234/osf.io/aps5g,"Open MDMA: An Evidence-Based Mixed-Methods Review, Theoretical Framework, and Manual for MDMA Therapy",0.5542,0.9167,1.0,False,False,grobid,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_31234_osf_io_aps5g_v4.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.31234_osf.io_aps5g_v4__de743db86c.pdf,True,,False,,uncertain_quarantine,,,True,https://osf.io/aps5g_v4/download,https://doi.org/10.31234/osf.io/aps5g_v4,oa_pdf_signal_requires_identity_validation,0,Quarantine pending manual identity resolution. Confirm explicit version/alias relation and first-page title/DOI; otherwise reacquire exact article or use abstract.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.31234/osf.io/b6tvz_v1,unresolved_non_pmc_artifact,insufficient_identifier_or_title_evidence,high,"Psychometric validation of the Dutch translations of the Psychological Insight Questionnaire, the Psychological Insight Scale, and the Emotional Breakthrough Inventory",identity_unverified,insufficient document-level identifier or title evidence,,,,1.0,1.0,False,False,grobid,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_31234_osf_io_b6tvz_v1.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.31234_osf.io_b6tvz_v1__f22ac85f1a.pdf,True,,False,,uncertain_quarantine,,,False,,,no_open_fulltext_signal_found,0,Quarantine pending manual identity resolution. Confirm explicit version/alias relation and first-page title/DOI; otherwise reacquire exact article or use abstract.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
