finding_id,study_doi,compound,entity_label,domain,evidence_type,entity_role,support,outcome_measure,population,study_design,graph_admission_status,kg_entity_kind_override,paper_type,endpoint_label_source,graph_overview_subjects_json,graph_parent_label,proposition_group_id,assessment,matching_edge_in_active_bootstrap,category,proposed_destination,rationale,assessment_basis,rules
finding:c6226a3c76d0e3aabc,10.3390/biom10060947,Ketamine,Major depressive disorder,clinical_outcome,secondary_literature,condition,The clinical outcome of ketamine administration is determined by the basal pre-drug state: it alleviates symptoms in depressive states but induces or exacerbates psychotic symptoms in healthy or schizophrenic individuals.,,,,main_graph,condition_indication,review,,"[{""kind"": ""atomic_compound"", ""label"": ""Ketamine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:cc10a9b7ce517658fe,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:c6735752bada798bf9,10.3390/diseases12090216,MDMA,Post-traumatic stress disorder,clinical_outcome,secondary_literature,condition,"MDMA-assisted psychotherapy is a promising adjunct for treating PTSD and social anxiety in autistic adults, showing significant symptom improvement with a manageable safety profile.",,,,main_graph,condition_indication,narrative_review,,"[{""kind"": ""atomic_compound"", ""label"": ""MDMA"", ""reason"": ""controlled_atomic_compound""}]",,proposition:1b4a25f9d8c0a653f6,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:8a4c6b7b3e3d066f2e,10.3390/jcm15041629,S-ketamine,Treatment-resistant depression,clinical_outcome,secondary_literature,condition,"Intranasal esketamine effectively reduces depressive symptoms and improves anhedonia in real-world TRD populations, with a safety profile consistent with clinical trials.",,,,main_graph,condition_indication,narrative_review,,"[{""kind"": ""atomic_compound"", ""label"": ""S-ketamine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:4baf775d29ea7d6386,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:059a03f6d8fb396263,10.3390/jof8030290,Psychedelics (broad or mixed),Major depressive disorder,clinical_outcome,secondary_literature,condition,"Psilocybin and LSD demonstrate rapid and long-lasting therapeutic effects for depression, anxiety, and substance misuse, often with a better safety profile than traditional antidepressants.",,,,main_graph,condition_indication,review,,"[{""kind"": ""compound_class"", ""label"": ""Psychedelics (broad or mixed)"", ""reason"": ""controlled_multiple_psychedelic_class""}]",,proposition:7f9d45d28f6d228a8a,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:f4aab173f28a33eb16,10.3390/life12020196,Ketamine,Treatment-resistant depression,clinical_outcome,secondary_literature,condition,"Ketamine and its enantiomer esketamine provide fast-acting antidepressant effects in treatment-resistant depression, though their use is limited by adverse effects and administration risks.",,,,main_graph,condition_indication,review,,"[{""kind"": ""atomic_compound"", ""label"": ""Ketamine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:56a63057b661d76d69,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:aa445836ef033ceaad,10.3390/ph18010130,MDMA,Post-traumatic stress disorder,clinical_outcome,secondary_literature,condition,MDMA-assisted therapy significantly reduces PTSD symptoms and functional impairment with a favorable safety profile in phase 3 trials.,,,,main_graph,condition_indication,review,,"[{""kind"": ""atomic_compound"", ""label"": ""MDMA"", ""reason"": ""controlled_atomic_compound""}]",,proposition:46e5aa2d27da669f62,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:e53b45392051b447f3,10.3390/psychoactives3010007,DMT,Treatment-resistant depression,clinical_outcome,secondary_literature,condition,"Intravenous DMT administration demonstrates safety, tolerability, and rapid antidepressant effects in patients with treatment-resistant depression.",,,,main_graph,condition_indication,narrative_review,,"[{""kind"": ""atomic_compound"", ""label"": ""DMT"", ""reason"": ""controlled_atomic_compound""}]",,proposition:4673c2401c72c5cc17,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:a7797a9b2ca25a116a,10.5152/pcp.2025.241019,Psychedelic-assisted therapy,Post-traumatic stress disorder,clinical_outcome,secondary_literature,condition,"Psychedelic-assisted psychotherapies (including MDMA, psilocybin, and ketamine) may facilitate PTSD treatment by increasing openness, enhancing the tolerability of trauma-related material, and disrupting rigid self-referential thinking patterns.",,,,main_graph,condition_indication,narrative_review,,"[{""kind"": ""treatment_regimen"", ""label"": ""Psychedelic-assisted therapy"", ""reason"": ""controlled_broad_psychedelic_therapy""}]",,proposition:65bdee26f252a8c34f,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:54b4b183b48d71fddd,10.5152/pcp.2025.241019,MDMA,Post-traumatic stress disorder,clinical_outcome,secondary_literature,condition,"MDMA-assisted therapy (MDMA-AT) has demonstrated high efficacy and tolerability for PTSD in Phase 3 trials, though it recently faced regulatory rejection by the FDA due to methodological and safety concerns.",,,,main_graph,condition_indication,narrative_review,,"[{""kind"": ""atomic_compound"", ""label"": ""MDMA"", ""reason"": ""controlled_atomic_compound""}]",,proposition:da6991618121207860,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:221a3a9c8dfef08a9c,10.54033/cadpedv22n12-345,Psilocybin,Chronic pain,clinical_outcome,secondary_literature,condition,"Current evidence for psilocybin in chronic pain is considered incipient, requiring robust, standardized, and multicenter clinical trials to confirm efficacy and safety.",,,,main_graph,condition_indication,scoping_review,,"[{""kind"": ""atomic_compound"", ""label"": ""Psilocybin"", ""reason"": ""controlled_atomic_compound""}]",,proposition:b867f09630dbfdfd82,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:91942aac2ca0d3b4dd,10.56570/jimgs.v1i1.155,Psilocybin,Distress associated with life-threatening disease,clinical_outcome,secondary_literature,condition,"Psilocybin and LSD-assisted therapy reduce existential distress, death anxiety, and pain in patients with life-threatening terminal illnesses like cancer.",,,,main_graph,condition_indication,systematic_review,,"[{""kind"": ""atomic_compound"", ""label"": ""Psilocybin"", ""reason"": ""controlled_atomic_compound""}]",,proposition:a1e7c70725ddd05856,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:16657619bff915a2d6,10.62641/aep.v53i6.1946,Classic psychedelics,Treatment-resistant depression,clinical_outcome,secondary_literature,condition,"Serotonergic psychedelics, specifically psilocybin and ayahuasca, show potential for rapid and sustained antidepressant effects in TRD, though evidence for long-term safety and efficacy is currently limited.",,,,main_graph,condition_indication,systematic_review,,"[{""kind"": ""compound_class"", ""label"": ""Classic psychedelics"", ""reason"": ""controlled_compound_class""}]",,proposition:a7239f7ba20d0c51e7,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:6ab4a149d717613fb7,10.1016/j.psychres.2024.116018,Ketamine,Treatment-resistant depression,clinical_outcome,secondary_literature,,"ECT, Ketamine, Esketamine, and Psilocybin were identified as superior first-line treatments for TRD due to an optimal balance of effectiveness and tolerability.",,Treatment-Resistant Depression (TRD),network_meta_analysis,main_graph,condition_indication,network_meta_analysis,meta_analysis_population_condition_projection,"[{""kind"": ""atomic_compound"", ""label"": ""Ketamine"", ""reason"": ""specific_compounds_separated_from_multi_compound_text""}, {""kind"": ""atomic_compound"", ""label"": ""S-ketamine"", ""reason"": ""specific_compounds_separated_from_multi_compound_text""}, {""kind"": ""atomic_compound"", ""label"": ""Psilocybin"", ""reason"": ""specific_compounds_separated_from_multi_compound_text""}]",,proposition:5703dd807254faf641,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:8aac82da502715b026,10.1093/ijnp/pyaa034,S-ketamine,Major depressive disorder,clinical_outcome,secondary_literature,,The effect size for add-on esketamine nasal spray was approximately twice as high as that for add-on second-generation antipsychotics.,,Adults with nonpsychotic MDD and inadequate response to antidepressants,pairwise_meta_analysis,main_graph,condition_indication,meta_analysis,,"[{""kind"": ""atomic_compound"", ""label"": ""S-ketamine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:97c87d863f2df689a6,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:f0877f7f8059c6ed50,10.1177/20451253251372449,Psilocybin,Suicidality,clinical_outcome,secondary_literature,,There was insufficient evidence to determine the effect of psilocybin therapy on suicide attempts and suicide deaths as no studies specifically reported these outcomes.,,Adults with psychiatric diagnoses,pairwise_meta_analysis,main_graph,condition_indication,meta_analysis,,"[{""kind"": ""atomic_compound"", ""label"": ""Psilocybin"", ""reason"": ""controlled_atomic_compound""}]",,proposition:81271478fd51bcf34c,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:bd262180aba1a349b2,10.20471/dec.2022.58.02.12,Mescaline,Catatonia,clinical_outcome,primary_evidence,,A 41-year-old man experienced a delayed psychotic reaction with symptoms of catatonia starting 9.5 hours after ingesting San Pedro cactus. Symptoms resolved approximately 60 hours after ingestion following treatment with a second-generation antipsychotic.,Clinical observation of psychotic and catatonic symptoms,41-year-old man participating in a shamanic ritual,Case report,main_graph,condition_indication,primary_study,,"[{""kind"": ""atomic_compound"", ""label"": ""Mescaline"", ""reason"": ""focal_compound_with_exposure_detail""}]",,proposition:ef446b5a07472105de,high_confidence_semantic_misclassification,True,safety_in_conditions,Safety; cognitive findings may also support Cognition,"The reported endpoint is adverse events, safety/tolerability, risk, or absence of harm. A patient diagnosis or treatment setting has been promoted as the outcome. Preserve null safety results and distinguish transient effects from clinical harm.",manual semantic review of saved finding and metadata; not independent full-text re-extraction,['condition_safety']
finding:37c7df70aa9c2460ed,10.1055/s-0035-1557956,S-ketamine,Major depressive disorder,clinical_outcome,primary_evidence,,"Long-term treatment with esketamine was found to be safe and sufficient for the treatment of therapy-resistant major depression, though the antidepressant effect was partially restricted by side effects like high blood pressure and dissociative symptoms.",Becks Depression Inventory (BDI),patients with therapy-resistant major depression,case study,main_graph,condition_indication,primary_study,,"[{""kind"": ""atomic_compound"", ""label"": ""S-ketamine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:ac67df917c824795c3,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:6ff991455db813e5a1,10.18203/2394-6040.ijcmph20254458,Ketamine,Bipolar disorder,clinical_outcome,primary_evidence,,The patient remained stable on lurasidone and received maintenance ketamine infusions every 7 weeks for treatment-resistant depressive symptoms following a sertraline-induced hypomanic switch.,Clinical stability,25-year-old woman with phenotypic mitochondrial features and treatment-resistant depressive symptoms,Case report,main_graph,condition_indication,primary_study,,"[{""kind"": ""atomic_compound"", ""label"": ""Ketamine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:15b1a8d2bbd8188216,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:18ce7e34bfa5fce894,10.5114/fpn.2025.159505,Ketamine,Bipolar disorder,clinical_outcome,primary_evidence,,Intravenous racemic ketamine infusions resulted in complete remission of severe depressive symptoms in a patient with bipolar disorder and a history of psychotic mania.,Montgomery-Åsberg Depression Rating Scale (MADRS),52-year-old male with a history of psychotic mania and severe depression,Case report,main_graph,condition_indication,primary_study,,"[{""kind"": ""atomic_compound"", ""label"": ""Ketamine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:32879a6f20474ff338,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:1e47636808334ca2f8,10.1556/2054.2024.00379,Psilocybin,Distress associated with life-threatening disease,clinical_outcome,primary_evidence,,"All three forms of psilocybin (synthetic, extract, and whole mushroom) were reported as therapeutic and helpful for alleviating anxiety and depression related to palliative care. Participants reported breakthroughs in emotional processing and feeling more comfortable with death across all forms.",Qualitative thematic content analysis of post-treatment interview transcripts,Patients with a palliative care diagnosis and associated anxiety or depression,Qualitative study (thematic content analysis) within a clinical therapy program,main_graph,condition_indication,primary_study,,"[{""kind"": ""atomic_compound"", ""label"": ""Psilocybin"", ""reason"": ""focal_compound_with_exposure_detail""}]",,proposition:eeb6a1eff422a11051,not_confirmed_by_this_audit,True,,,,,['condition_safety']
