normalization_status,normalization_notes,compound,target,disorder,canonical_compound,canonical_entity,compound_original,target_original,disorder_original,graph_entity_original,raw_entity_label,entity_role,graph_entity_label,graph_entity_type,graph_include_candidate,study_doi,study_title,claim_type,clinical_context_condition,graph_exclusion_reason,outcome_type,outcome_domain,result_direction,outcome_measure,outcome_measure_normalized,population,system,authors,study_year,paper_type,source,source_type,source_family,paper_assessment_route,evidence_strength,support,confidence,needs_human_review,supporting_quote,access_level,source_access_level,evidence_location,evidence_locator,study_design,funding,conflicts_of_interest,risk_of_bias_summary,notes,study_journal,publication_type,publication_date,journal_issn,journal_eissn,publisher,evidence_level,normalization_dataset,normalization_entity_category,compound_match_type,entity_match_type,compound_match_value,entity_match_value,compound_registry_status,entity_registry_status,compound_ids,entity_ids,entity_candidate_label,entity_candidate_score,language,mesh_terms,keywords,trial_registry_ids,funders,grant_ids,related_dois,publication_relations,has_correction,semantic_scholar_id
compound_class_not_graphable,compound is a broad class or multi-compound label; v1 graph uses specific compound nodes only,psychedelic therapies,,chronic pain,,Chronic pain,,,,,chronic pain,therapeutic_indication,chronic pain,indication,True,10.3389/fpain.2024.1346053,Chronic pain as an emergent property of a complex system and the potential roles of psychedelic therapies,compound_disorder,,,secondary literature coverage,,unclear,,,,unknown,Maya Armstrong; Joel Castellanos; Devon Christie,2024,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.9,False,Psychedelic therapies may hold unique promise for the management of chronic pain.,secondary_summary,full_text_seen,abstract,"Abstract, C001",secondary_literature,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence",Frontiers in Pain Research,journal-article,2024-04-19,2673-561X,2673-561X,Frontiers Media SA,low,disorder,disorders,,label,psychedelic therapies,chronic pain,,needs_external_id_lookup,{},{},Chronic pain,1.0,eng,,biopsychosocial | chronic pain | complexity | mindfulness | neuroplasticity | psychedelics | systems theory,,,,,,,
entity_unmapped,graph entity `migraines` did not match registry,psilocybin,,migraines,Psilocybin,,,,,,migraines,therapeutic_indication,migraines,indication,True,10.3389/fpain.2024.1346053,Chronic pain as an emergent property of a complex system and the potential roles of psychedelic therapies,compound_disorder,,,secondary literature coverage,,unclear,,,,unknown,Maya Armstrong; Joel Castellanos; Devon Christie,2024,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.8,False,"More recently, the first randomized controlled trial of psilocybin for the management of migraines found significant reduction in frequency and intensity of migraines after a single dose (275).",secondary_summary,full_text_seen,text,C020,secondary_literature,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=mentions; relationship is discussed in secondary literature, not treated as primary evidence",Frontiers in Pain Research,journal-article,2024-04-19,2673-561X,2673-561X,Frontiers Media SA,low,disorder,disorders,label,,psilocybin,migraines,needs_external_id_lookup,,{},{},Demoralization,0.4348,eng,,biopsychosocial | chronic pain | complexity | mindfulness | neuroplasticity | psychedelics | systems theory,,,,,,,
entity_unmapped,graph entity `migraine` did not match registry,LSD,,migraine,LSD,,,,,,migraine,therapeutic_indication,migraine,indication,True,10.3389/fpain.2024.1346053,Chronic pain as an emergent property of a complex system and the potential roles of psychedelic therapies,compound_disorder,,,secondary literature coverage,,unclear,,,,unknown,Maya Armstrong; Joel Castellanos; Devon Christie,2024,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.8,False,Published reports regarding the benefits of LSD for individuals with migraine first appeared in the 1960s (274).,secondary_summary,full_text_seen,text,C020,secondary_literature,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=mentions; relationship is discussed in secondary literature, not treated as primary evidence",Frontiers in Pain Research,journal-article,2024-04-19,2673-561X,2673-561X,Frontiers Media SA,low,disorder,disorders,label,,LSD,migraine,needs_external_id_lookup,,{},{},Demoralization,0.4545,eng,,biopsychosocial | chronic pain | complexity | mindfulness | neuroplasticity | psychedelics | systems theory,,,,,,,
compound_combo_not_graphable,compound is a broad class or multi-compound label; v1 graph uses specific compound nodes only,LSD and psilocybin,,cluster headaches,,Cluster headache,,,,,cluster headaches,therapeutic_indication,cluster headaches,indication,True,10.3389/fpain.2024.1346053,Chronic pain as an emergent property of a complex system and the potential roles of psychedelic therapies,compound_disorder,,,secondary literature coverage,,unclear,,,,unknown,Maya Armstrong; Joel Castellanos; Devon Christie,2024,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.8,False,"Individuals with cluster headaches also report benefit associated with intentional use of psychedelic compounds, including LSD and psilocybin.",secondary_summary,full_text_seen,text,C020,secondary_literature,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=mentions; relationship is discussed in secondary literature, not treated as primary evidence",Frontiers in Pain Research,journal-article,2024-04-19,2673-561X,2673-561X,Frontiers Media SA,low,disorder,disorders,,fuzzy_high_confidence,LSD and psilocybin,cluster headaches,,needs_external_id_lookup,{},{},Cluster headache,0.9697,eng,,biopsychosocial | chronic pain | complexity | mindfulness | neuroplasticity | psychedelics | systems theory,,,,,,,
compound_unmapped,compound `2-bromo-LSD` did not match registry,2-bromo-LSD,,headache disorders,,,,,,,headache disorders,therapeutic_indication,headache disorders,indication,True,10.3389/fpain.2024.1346053,Chronic pain as an emergent property of a complex system and the potential roles of psychedelic therapies,compound_disorder,,,secondary literature coverage,,unclear,,,,unknown,Maya Armstrong; Joel Castellanos; Devon Christie,2024,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.8,False,"Even 2-bromo-LSD, a congener of LSD with greatly reduced psychotropic effects, appears beneficial in early clinical trials (279, 280) .",secondary_summary,full_text_seen,text,C020,secondary_literature,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=mentions; relationship is discussed in secondary literature, not treated as primary evidence",Frontiers in Pain Research,journal-article,2024-04-19,2673-561X,2673-561X,Frontiers Media SA,low,disorder,disorders,,,2-bromo-LSD,headache disorders,,,{},{},Eating disorders,0.7059,eng,,biopsychosocial | chronic pain | complexity | mindfulness | neuroplasticity | psychedelics | systems theory,,,,,,,
compound_class_not_graphable,compound is a broad class or multi-compound label; v1 graph uses specific compound nodes only,psychedelics,,chronic pain,,Chronic pain,,,,,chronic pain,therapeutic_indication,chronic pain,indication,True,10.3389/fpain.2024.1346053,Chronic pain as an emergent property of a complex system and the potential roles of psychedelic therapies,compound_disorder,,,secondary literature coverage,,unclear,,,,unknown,Maya Armstrong; Joel Castellanos; Devon Christie,2024,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.8,False,"Bonnelle and colleagues report on responses from 250 individuals who self-identified as having chronic pain and who had experience with psychedelics, either in large doses (reaching hallucinogenic threshold, aka ""macrodoses"") or sub-threshold doses (i.e., ""microdoses""), or both. They found self-reported pain relief with low or high doses was statistically superior to nonsteroidal anti-inflammatories, but only macrodosing was statistically superior to opioids or cannabis. Furthermore, the duration of effect was longer after macrodosing than after microdosing (291) .",secondary_summary,full_text_seen,text,C021,secondary_literature,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=mentions; relationship is discussed in secondary literature, not treated as primary evidence",Frontiers in Pain Research,journal-article,2024-04-19,2673-561X,2673-561X,Frontiers Media SA,low,disorder,disorders,,label,psychedelics,chronic pain,,needs_external_id_lookup,{},{},Chronic pain,1.0,eng,,biopsychosocial | chronic pain | complexity | mindfulness | neuroplasticity | psychedelics | systems theory,,,,,,,
normalized,compound and graph entity matched local registry,Esketamine,,depression,S-ketamine,Depression,,,,,depression,therapeutic_indication,depression,indication,True,10.3390/jpm13050773,Recent Developments in Pharmacotherapy of Depression: Bench to Bedside,compound_disorder,,,secondary literature coverage,,unclear,,,,unknown,Mujeeb U. Shad,2023,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.9,False,"For the last 70 years, we did not move beyond the monoamine hypothesis of depression until the approval of the S-enantiomer of ketamine, an N-methyl-D-aspartate (NMDA) receptor blocker and the first non-monoaminergic antidepressant characterized by rapid antidepressant and antisuicidal effects.",secondary_summary,full_text_seen,abstract,Abstract,narrative review,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence",Journal of Personalized Medicine,journal-article,2023-04-29,2075-4426,,MDPI AG,low,disorder,disorders,alias,label,Esketamine,depression,needs_external_id_lookup,broad_category_needs_external_id_lookup,{},{},Depression,1.0,eng,,bedside | bench | depression | developments | pharmacotherapy,,,,,,,
entity_unmapped,graph entity `suicidality` did not match registry,Esketamine,,suicidality,S-ketamine,,,,,,suicidality,therapeutic_indication,suicidality,indication,True,10.3390/jpm13050773,Recent Developments in Pharmacotherapy of Depression: Bench to Bedside,compound_disorder,,,secondary literature coverage,,unclear,,,,unknown,Mujeeb U. Shad,2023,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.9,False,"For the last 70 years, we did not move beyond the monoamine hypothesis of depression until the approval of the S-enantiomer of ketamine, an N-methyl-D-aspartate (NMDA) receptor blocker and the first non-monoaminergic antidepressant characterized by rapid antidepressant and antisuicidal effects.",secondary_summary,full_text_seen,abstract,Abstract,narrative review,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence",Journal of Personalized Medicine,journal-article,2023-04-29,2075-4426,,MDPI AG,low,disorder,disorders,alias,,Esketamine,suicidality,needs_external_id_lookup,,{},{},Suicidal ideation,0.7143,eng,,bedside | bench | depression | developments | pharmacotherapy,,,,,,,
normalized,compound and graph entity matched local registry,Esketamine,,treatment-resistant depression,S-ketamine,Treatment-resistant depression,,,,,treatment-resistant depression,therapeutic_indication,treatment-resistant depression,indication,True,10.3390/jpm13050773,Recent Developments in Pharmacotherapy of Depression: Bench to Bedside,compound_disorder,,,secondary literature coverage,,unclear,,,,unknown,Mujeeb U. Shad,2023,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.9,False,Preclinical data provide significant evidence to support the rapid initiation of antidepressant effects as an augmentation treatment in patients with TRD [89] [90] [91] .,secondary_summary,full_text_seen,text,S006,narrative review,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence",Journal of Personalized Medicine,journal-article,2023-04-29,2075-4426,,MDPI AG,low,disorder,disorders,alias,label,Esketamine,treatment-resistant depression,needs_external_id_lookup,needs_external_id_lookup,{},{},Treatment-resistant depression,1.0,eng,,bedside | bench | depression | developments | pharmacotherapy,,,,,,,
compound_unmapped,compound `Dextromethorphan-Bupropion` did not match registry,Dextromethorphan-Bupropion,,depression,,Depression,,,,,depression,therapeutic_indication,depression,indication,True,10.3390/jpm13050773,Recent Developments in Pharmacotherapy of Depression: Bench to Bedside,compound_disorder,,,secondary literature coverage,,unclear,,,,unknown,Mujeeb U. Shad,2023,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.9,False,"A similar profile has been reported with another NMDA receptor antagonist, dextromethorphan, which has also been approved to manage depression in combination with bupropion.",secondary_summary,full_text_seen,abstract,Abstract,narrative review,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence",Journal of Personalized Medicine,journal-article,2023-04-29,2075-4426,,MDPI AG,low,disorder,disorders,,label,Dextromethorphan-Bupropion,depression,,broad_category_needs_external_id_lookup,{},{},Depression,1.0,eng,,bedside | bench | depression | developments | pharmacotherapy,,,,,,,
compound_unmapped,compound `Dextromethorphan-Bupropion` did not match registry,Dextromethorphan-Bupropion,,major depressive disorder,,Major depressive disorder,,,,,major depressive disorder,therapeutic_indication,major depressive disorder,indication,True,10.3390/jpm13050773,Recent Developments in Pharmacotherapy of Depression: Bench to Bedside,compound_disorder,,,secondary literature coverage,,unclear,,,,unknown,Mujeeb U. Shad,2023,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.9,False,"The recent approval of dextromethorphan-bupropion was based on rapid and more significant response and remission rates being observed as early as in week 1, compared to those of the active control, bupropion monotherapy, which is consistent with rapid onset of antidepressant effects with ketamine, another NMDA receptor blockade [95] .",secondary_summary,full_text_seen,text,S007,narrative review,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence",Journal of Personalized Medicine,journal-article,2023-04-29,2075-4426,,MDPI AG,low,disorder,disorders,,label,Dextromethorphan-Bupropion,major depressive disorder,,needs_external_id_lookup,{},{},Major depressive disorder,1.0,eng,,bedside | bench | depression | developments | pharmacotherapy,,,,,,,
