study_doi,notes,study_title,evidence_location,study_year,source,source_type,evidence_locator,authors,access_level,disorder,compound,openalex_id,evidence_level,study_design,system,population,outcome_type,outcome_measure,paper_type,result_direction,demoted_from,cleanup_bucket,recommended_action,cleanup_issues,original_row_index,demoted_at
10.1089/psymed.2023.0023,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Manual-review title resolver: title/abstract matched review pattern,Balancing Therapeutic Efficacy and Safety of MDMA and Novel MDXX Analogues as Novel Treatments for Autism Spectrum Disorder,abstract,2023,doi,review,Abstract snippet: Autism spectrum disorder (ASD) encompasses a range of neurodevelopmental syndromes diagnostically characterized by deficits in social communication and social interaction,Harpreet Kaur; Sedat Karabulut; James W. Gauld; Stephen A. Fagot; Kalee N. Holloway; Hannah E. Shaw; William E. Fantegrossi,abstract_only,Autism spectrum disorder,MDMA,,medium,pending_curation,unknown,,improves clinical symptoms,,review,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is review; abstract_only,321,2026-03-13T20:40:34.284789+00:00
10.1016/j.nsa.2025.105516,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Manual-review title resolver: title/abstract matched review pattern,"A review of psychedelics trials completed in depression, informed by European regulatory perspectives",abstract,2025,doi,review,"Abstract snippet: There is a growing body of clinical research on the therapeutic potential of psychedelics for the treatment of mental health disorders, notably depression. Accordingly, t",Francisca Silva; Florence Butlen‐Ducuing; Lorenzo Guizzaro; П. В. Балабанов,abstract_only,Major depressive disorder,Ayahuasca,,medium,preclinical_study,preclinical,,reduces depressive symptoms,,review,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is review; abstract_only,351,2026-03-13T20:40:34.284789+00:00
10.1038/s41598-025-03383-z,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for disorder fields; Manual-review title resolver: title matched preclinical/animal-model pattern,Psilocybin mitigates behavioral despair and cognitive impairment in treatment-resistant depression model using wistar kyoto rats,text,2025,doi,other,"Abstract snippet: Major depressive disorder (MDD) is a leading cause of disability that affects over 300 million people globally. Despite multiple antidepressant trials, approximately one-",Zitong Wang; Brett Robbins; R. L. Zhuang; Rebekah van Bruggen; Thaísa Meira Sandini; Xin‐Min Li; Yanbo Zhang,full_text_seen,Treatment-resistant depression,Psilocybin,,low,preclinical_study,preclinical,adults with treatment-resistant depression,reduces depressive symptoms,BDI,other,unclear,disorder,auto_demote,demote_from_main_kg,title matched obvious non-countable pattern; full_text_seen still points to abstract snippet,361,2026-03-13T20:40:34.284789+00:00
10.1177/10499091221147700,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Manual-review title resolver: title/abstract matched review pattern,An Integrative Review of Measures of Spirituality in Experimental Studies of Psilocybin in Serious Illness Populations,abstract,2023,doi,review,"Abstract snippet: Background: Psilocybin-assisted therapies (PAT) are reemerging as a treatment for complex distress often prompting mystical experiences, enhanced meaning, and spiritual w",Kayla M. Baker; Connie M. Ulrich; Salimah H. Meghani,abstract_only,Demoralization,Psilocybin,,medium,preclinical_study,preclinical,adults with demoralization,improves clinical symptoms,,review,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is review; abstract_only,406,2026-03-13T20:40:34.284789+00:00
10.1186/s40337-024-01006-y,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for disorder fields; Manual-review title resolver: title/abstract matched review pattern,Severe enduring anorexia nervosa (SE-AN) treatment options and their effectiveness: a review of literature,mixed,2024,doi,review,"Abstract snippet: Abstract Introduction For nearly 20% of patients diagnosed with Anorexia Nervosa (AN), the eating disorder (ED) is prolonged and becomes long-lasting. It has been reporte",F. Marcolini; Alessandro Ravaglia; Silvia Tempia Valenta; Giovanna Bosco; G Marconi; Diana De Ronchi; Anna Rita Atti,full_text_seen,Anorexia nervosa,Ketamine,,medium,preclinical_study,preclinical,adults with anorexia nervosa,improves clinical symptoms,HAM-D,review,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is review; full_text_seen still points to abstract snippet,411,2026-03-13T20:40:34.284789+00:00
10.12775/qs.2024.19.53331,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for disorder fields; Manual-review title resolver: title/abstract matched review pattern,Basic aspects of ketamine therapy for treatment-resistant depression - a review paper,text,2024,doi,review,"Abstract snippet: Introduction and purpose: Major depressive disorder (MDD) is the most common psychiatric illness, affecting millions of people worldwide. The first line of pharmacologica",Weronika Szafrańska; Dominika Poborowska; Tomasz Gańko; Weronika Kahan; Emilia Bąk; Jacek Fordymacki; Marta Wojaczek; Katarzyna Polańska; Oliwia Najjar,full_text_seen,Treatment-resistant depression,S-ketamine,,medium,preclinical_study,preclinical,adults with treatment-resistant depression,reduces depressive symptoms,MADRS,review,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is review; full_text_seen still points to abstract snippet,421,2026-03-13T20:40:34.284789+00:00
10.24869/psyd.2024.174,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for disorder fields; Manual-review title resolver: title/abstract matched review pattern,CURRENT STATE OF PSILOCYBIN-ASSISTED THERAPY IN MOOD DISORDERS,table,2024,doi,review,"Abstract snippet: Psychedelics are currently undergoing a scientific renaissance, with modern studies investigating therapeutic efficacy of psychedelic-assisted therapy in a range of psych",Astrid Kaiserman; Laetitia Vanderijst; Charles Kornreich,full_text_seen,Distress associated with life-threatening disease,Psilocybin,,medium,preclinical_study,preclinical,adults with distress associated with life-threatening disease,no significant change in anxiety/depression symptoms,MADRS,review,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is review; full_text_seen still points to abstract snippet,429,2026-03-13T20:40:34.284789+00:00
10.1038/s41398-025-03556-4,Auto-generated stub from DOI queue; Full-text PDF autofill for disorder fields; Manual-review title resolver: title matched non-countable analysis/editorial pattern,Psilocybin-assisted therapy for treatment-resistant depression in the US: a model-based cost-effectiveness analysis,mixed,2025,doi,other,Metadata/title snippet: Psilocybin-assisted therapy for treatment-resistant depression in the US: a model-based cost-effectiveness analysis,Anton L.V. Avanceña; Linh N. Vuong; James G. Kahn; Elliot Marseille,full_text_seen,Treatment-resistant depression,Psilocybin,,low,randomized_controlled_trial,preclinical,adults with treatment-resistant depression,reduces depressive symptoms,,other,unclear,disorder,auto_demote,demote_from_main_kg,title matched obvious non-countable pattern,460,2026-03-13T20:40:34.284789+00:00
10.1101/2025.10.14.682467,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Manual-review title resolver: title matched preclinical/animal-model pattern,Psilocybin exerts differential effects on social behaviour and inflammation in mice in contexts of activity-based anorexia (ABA),abstract,2025,doi,other,"Abstract snippet: Abstract Psychedelics, particularly psilocybin, have shown therapeutic potential across several psychiatric conditions, including depression, anxiety, obsessive-compulsiv",Sheida Shadani; Erika Greaves; Zane B. Andrews; Claire J. Foldi,abstract_only,Anorexia nervosa,Psilocybin,,low,preclinical_study,preclinical,,improves clinical symptoms,,other,unclear,disorder,auto_demote,demote_from_main_kg,title matched obvious non-countable pattern; abstract_only,465,2026-03-13T20:40:34.284789+00:00
10.1177/20451253251396255,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Manual-review title resolver: title/abstract matched review pattern,Novel psychedelic interventions for post-traumatic stress disorder and their promise for precision medicine,abstract,2025,doi,review,"Abstract snippet: Novel interventions for post-traumatic stress disorder (PTSD) leverage the psychoactive properties of psychedelic compounds, such as ketamine, 3,4-methylenedioxymethamphe",Charles Dodds; Rachelle L. Dawson; Alexander Lim; Susannah J. Tye; Fatima Nasrallah,abstract_only,Post-traumatic stress disorder,Psilocybin,,medium,preclinical_study,preclinical,,reduces PTSD severity,,review,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is review; abstract_only,470,2026-03-13T20:40:34.284789+00:00
10.32592/yafteh.2024.26.3.45,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for disorder fields; Manual-review title resolver: title matched preclinical/animal-model pattern,Investigating the analgesic effects of Adalimumab in chronic constriction injury (CCI) experimental pain model in rats,text,2024,doi,other,Abstract snippet: Background: Neuropathic pain is one of the most important chronic and pathological problems that can cause disruptions in human life. Some studies indicated that the rele,"Hasanvand, Amin; Ghiasvand, Arefeh; Nourmohammadi, Mohammadjavad; Hatami, Fatemeh; Haghighatian, Zahra; Mokhayeri, Yaser; Khaksarian, Mojtaba",full_text_seen,Chronic pain,MDA,,low,preclinical_study,preclinical,adults with chronic pain,improves clinical symptoms,,other,unclear,disorder,auto_demote,demote_from_main_kg,title matched obvious non-countable pattern; full_text_seen still points to abstract snippet,475,2026-03-13T20:40:34.284789+00:00
10.3389/fneur.2025.1594335,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Manual-review title resolver: title matched preclinical/animal-model pattern,Serotonin 5-HT2A receptor expression is chronically decreased in the anterior cerebral cortex of male rats following repetitive low-level blast exposure,abstract,2025,doi,other,Abstract snippet: Introduction Many Veterans who experienced blast-related traumatic brain injuries (TBIs) in Iraq and Afghanistan currently suffer from chronic cognitive and mental health,Rita De Gasperi; Georgina Pérez Garcia; Miguel A. Gama Sosa; Gissel M. Perez; Rania Abutarboush; Usmah Kawoos; Patrick R. Hof; Carolyn W. Zhu; Stephen T. Ahlers; Gregory A. Elder,abstract_only,Post-traumatic stress disorder,Psilocybin,,low,observational_study,preclinical,,reduces PTSD severity,,other,unclear,disorder,auto_demote,demote_from_main_kg,title matched obvious non-countable pattern; abstract_only,476,2026-03-13T20:40:34.284789+00:00
10.3390/ijms25052786,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Manual-review title resolver: title matched preclinical/animal-model pattern,Exploratory Analysis of MicroRNA Alterations in a Neurodevelopmental Mouse Model for Autism Spectrum Disorder and Schizophrenia,abstract,2024,doi,other,Abstract snippet: MicroRNAs (miRNAs) play a crucial role in the regulation of gene expression levels and have been implicated in the pathogenesis of autism spectrum disorder (ASD) and schi,Susana García-Cerro; Ana Gómez-Garrido; Gonçalo Garcia; Benedicto Crespo‐Facorro; Dora Brites,abstract_only,Autism spectrum disorder,R-ketamine,,low,preclinical_study,preclinical,adults with autism spectrum disorder,improves clinical symptoms,,other,unclear,disorder,auto_demote,demote_from_main_kg,title matched obvious non-countable pattern; abstract_only,481,2026-03-13T20:40:34.284789+00:00
10.3390/jcm13061727,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Manual-review title resolver: title/abstract matched review pattern,Mitochondrial Metabolism in Major Depressive Disorder: From Early Diagnosis to Emerging Treatment Options,abstract,2024,doi,review,"Abstract snippet: Major Depressive Disorder (MDD) is one of the most disabling diseases in the world. MDD is traditionally diagnosed based on a patient’s symptoms, which can lead to misdia",Ane Larrea; Laura Sánchez-Sánchez; Eguzkiñe Díez-Martín; Ane Elexpe; Marı́a Torrecilla; Egoitz Astigarraga; Gabriel Barreda‐Gómez,abstract_only,Major depressive disorder,S-ketamine,,medium,preclinical_study,preclinical,,reduces depressive symptoms,,review,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is review; abstract_only,483,2026-03-13T20:40:34.284789+00:00
10.3390/psychoactives3040031,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Manual-review title resolver: title/abstract matched review pattern,Long-Term Effects of Single and Repeated Ketamine Infusions on Treatment-Resistant Depression: A Retrospective Chart Review Study,abstract,2024,doi,review,Abstract snippet: Treatment-resistant depression (TRD) is a substantial public health burden with limited treatment options. Recent evidence suggests that single and repeated-dose ketamine,Sofia Sakopoulos; Lisa D. Hinz,abstract_only,Treatment-resistant depression,S-ketamine,,medium,pending_curation,unknown,,reduces depressive symptoms,BDI,review,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is review; abstract_only,484,2026-03-13T20:40:34.284789+00:00
